"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","class_weight","dataset","es_metric","es_patience","gpu_ids","group","lr","mode","model","momentum","n_epochs","n_train_samples","name","no_pretrain","no_wandb","offline","project","scheduler_patience","seed","y_labels","test_accuracy","test_f1","test_precision","test_recall","train_accuracy","train_f1","train_loss","train_precision","train_recall","val_accuracy","val_f1","val_loss","val_precision","val_recall"
"alexnet_n=40_clf (2024.05.19. 07:24)","finished","-","","","2024-05-19T07:24:43.000Z","1380","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8773292303085327","0.8351648449897766","0.8415178656578064","0.8773292303085327","0.8564959764480591","0.8425493240356445","0.010711234994232656","0.8410714268684387","0.8564959764480591","0.8416666984558105","0.847953200340271","6.2936011254787445","0.8604166507720947","0.8416666984558105"
"resnet50_n=40_clf (2024.05.19. 05:49)","finished","-","","","2024-05-19T05:49:34.000Z","5703","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8167701959609985","0.773809552192688","0.750208854675293","0.8167701959609985","0.854507327079773","0.8408041000366211","0.2592359185218811","0.8317275643348694","0.854507327079773","0.8388888835906982","0.8399693965911865","8.19276836514473","0.8472317457199097","0.8388888835906982"
"alexnet_n=20_clf (2024.05.19. 05:31)","finished","-","","","2024-05-19T05:31:08.000Z","1102","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_clf","0.0001","clf","alexnet","0.9","5000","20","alexnet_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8350931406021118","0.8395833373069763","0.8547979593276978","0.8350931406021118","0.8626039028167725","0.8607392311096191","0.0025490588612026637","0.8625451326370239","0.8626039028167725","0.8666666746139526","0.8697138428688049","4.7235517501831055","0.8743420839309692","0.8666666746139526"
"resnet50_n=20_clf (2024.05.19. 04:02)","finished","-","","","2024-05-19T04:02:01.000Z","5342","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_clf","0.0001","clf","resnet50","0.9","5000","20","resnet50_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.7461588382720947","0.6862963438034058","0.6666666865348816","0.7461588382720947","0.8132377862930298","0.7897109985351562","0.044810018605656095","0.7767848372459412","0.8132377862930298","0.8111110925674438","0.8106516599655151","6.909133454163869","0.8234848380088806","0.8111110925674438"
"alexnet_n=8_clf (2024.05.19. 02:46)","finished","-","","","2024-05-19T02:46:54.000Z","4501","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_clf","0.0001","clf","alexnet","0.9","5000","8","alexnet_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8568322658538818","0.8741979598999023","0.8973214626312256","0.8568322658538818","0.8019886016845703","0.8139387369155884","0.00003478025213222612","0.8326766490936279","0.8019886016845703","0.8083333373069763","0.7978789210319519","3.509399195512136","0.8355768918991089","0.8083333373069763"
"resnet50_n=8_clf (2024.05.19. 01:01)","finished","-","","","2024-05-19T01:01:58.000Z","6290","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_clf","0.0001","clf","resnet50","0.9","5000","8","resnet50_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.6984472274780273","0.6510892510414124","0.6419384479522705","0.6984472274780273","0.6720170378684998","0.6730325222015381","0.004040021110664715","0.6813137531280518","0.6720170378684998","0.7833333015441895","0.7821428775787354","5.206331759691238","0.8045454621315002","0.7833333015441895"
"alexnet_n=4_clf (2024.05.18. 23:40)","finished","-","","","2024-05-18T23:40:47.000Z","4866","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_clf","0.0001","clf","alexnet","0.9","5000","4","alexnet_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8350931406021118","0.8395833373069763","0.8547979593276978","0.8350931406021118","0.8262784481048584","0.8305763602256775","0.000008444494927640665","0.8698371648788452","0.8262784481048584","0.8333333730697632","0.8231605291366577","1.88327862999656","0.9065934419631958","0.8333333730697632"
"resnet50_n=4_clf (2024.05.18. 23:38)","finished","-","","","2024-05-18T23:38:19.000Z","145","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_clf","0.0001","clf","resnet50","0.9","5000","4","resnet50_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.4390323758125305","0.32320743799209595","0.5087838172912598","0.4390323758125305","0.4048486351966858","0.28411462903022766","0.08556543697010387","0.4633776545524597","0.4048486351966858","0.4555555582046509","0.3632352948188782","5.143471826206554","0.6577380895614624","0.4555555582046509"
"alexnet_n=all_all (2024.05.18. 23:35)","finished","-","","","2024-05-18T23:35:59.000Z","137","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_all","0.0001","all","alexnet","0.9","5000","-1","alexnet_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","0.8701704740524292","0.8827056884765625","1.5561261996626854","0.917946755886078","0.8701704740524292","0.8666666746139526","0.8697138428688049","10.175948292016985","0.8743420839309692","0.8666666746139526"
"resnet50_n=all_all (2024.05.18. 23:14)","finished","-","","","2024-05-18T23:14:17.000Z","1298","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_all","0.0001","all","resnet50","0.9","5000","-1","resnet50_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","1","1","1.6532252244651318","1","1","0.8111110925674438","0.8141025304794312","14.09544637799263","0.8309524059295654","0.8111110925674438"
"alexnet_n=120_all (2024.05.18. 23:11)","finished","-","","","2024-05-18T23:11:05.000Z","187","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_all","0.0001","all","alexnet","0.9","5000","120","alexnet_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.9154135584831238","0.9251342415809632","0.9383333325386048","0.9154135584831238","0.9073100686073304","0.90556800365448","0.7844995707273483","0.904640793800354","0.9073100686073304","0.894444465637207","0.894444465637207","9.006659761071205","0.894444465637207","0.894444465637207"
"resnet50_n=120_all (2024.05.18. 20:56)","finished","-","","","2024-05-18T20:56:31.000Z","8068","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_all","0.0001","all","resnet50","0.9","5000","120","resnet50_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.853383481502533","0.8561224937438965","0.8640109896659851","0.853383481502533","0.9665430188179016","0.9569154977798462","0.08465657592751086","0.9496005177497864","0.9665430188179016","0.894444465637207","0.8982139825820923","8.901008427143097","0.9035087823867798","0.894444465637207"
"alexnet_n=40_all (2024.05.18. 20:36)","finished","-","","","2024-05-18T20:36:52.000Z","1176","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_all","0.0001","all","alexnet","0.9","5000","40","alexnet_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8750408887863159","0.8205159902572632","0.8090120553970337","0.8750408887863159","0.8733993768692017","0.8601443767547607","0.003253011731430888","0.8576955199241638","0.8733993768692017","0.8694444894790649","0.8718981742858887","5.171325713396072","0.8805921077728271","0.8694444894790649"
"resnet50_n=40_all (2024.05.18. 18:55)","finished","-","","","2024-05-18T18:55:50.000Z","6056","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_all","0.0001","all","resnet50","0.9","5000","40","resnet50_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8850932121276855","0.8528138399124146","0.8333333730697632","0.8850932121276855","0.8795729875564575","0.8639240264892578","0.012248007580637932","0.8527862429618835","0.8795729875564575","0.8111110925674438","0.8106516599655151","7.00735867023468","0.8234848380088806","0.8111110925674438"
"alexnet_n=20_all (2024.05.18. 18:44)","finished","-","","","2024-05-18T18:44:52.000Z","652","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_all","0.0001","all","alexnet","0.9","5000","20","alexnet_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8350931406021118","0.8395833373069763","0.8547979593276978","0.8350931406021118","0.8707661628723145","0.8671568036079407","0.001227317972936564","0.8639236688613892","0.8707661628723145","0.894444465637207","0.894444465637207","3.890403012434642","0.894444465637207","0.894444465637207"
"resnet50_n=20_all (2024.05.18. 17:12)","finished","-","","","2024-05-18T17:12:45.000Z","5522","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_all","0.0001","all","resnet50","0.9","5000","20","resnet50_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.7896371483802795","0.7562031149864197","0.7519022226333618","0.7896371483802795","0.8335121273994446","0.8215535879135132","0.0035002832818362447","0.8180148005485535","0.8335121273994446","0.8111110925674438","0.7939850091934204","7.56065293153127","0.8125","0.8111110925674438"
"alexnet_n=8_all (2024.05.18. 15:54)","finished","-","","","2024-05-18T15:55:00.000Z","4658","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_all","0.0001","all","alexnet","0.9","5000","8","alexnet_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.7936744689941406","0.8161599040031433","0.8662499785423279","0.7936744689941406","0.7979732155799866","0.8093417882919312","0.000013399940640242262","0.8252291679382324","0.7979732155799866","0.8916666507720947","0.8950289487838745","2.95744780699412","0.9056732654571532","0.8916666507720947"
"resnet50_n=8_all (2024.05.18. 14:08)","finished","-","","","2024-05-18T14:08:58.000Z","6356","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_all","0.0001","all","resnet50","0.9","5000","8","resnet50_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.6518633365631104","0.5916485786437988","0.6205357313156128","0.6518633365631104","0.6724050045013428","0.6456430554389954","0.0004450444301420992","0.6825640201568604","0.6724050045013428","0.7055555582046509","0.6662280559539795","5.995171089967092","0.7045454978942871","0.7055555582046509"
"alexnet_n=4_all (2024.05.18. 12:47)","finished","-","","","2024-05-18T12:47:01.000Z","4912","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_all","0.0001","all","alexnet","0.9","5000","4","alexnet_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.7959626913070679","0.8169326782226562","0.8645833134651184","0.7959626913070679","0.8184659481048584","0.8215627670288086","0.000003289031817323782","0.8649340271949768","0.8184659481048584","0.8333333730697632","0.8201754093170166","1.6663551980798894","0.9035714268684388","0.8333333730697632"
"resnet50_n=4_all (2024.05.18. 12:26)","finished","-","","","2024-05-18T12:26:30.000Z","1228","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_all","0.0001","all","resnet50","0.9","5000","4","resnet50_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.5093984603881836","0.3384103775024414","0.4778860807418823","0.5093984603881836","0.5015137195587158","0.348170667886734","0.0027696508914232254","0.5710005760192871","0.5015137195587158","0.4861111044883728","0.3572361469268799","4.854553840377114","0.39855068922042847","0.4861111044883728"
"alexnet_n=all_clf (2024.05.18. 12:23)","finished","-","","","2024-05-18T12:23:26.000Z","178","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8785713911056519","0.9152494072914124","0.9711538553237916","0.8785713911056519","0.8691761493682861","0.8765541315078735","4.003910377621651","0.904764711856842","0.8691761493682861","0.8361110687255859","0.8342447280883789","10.97251707315445","0.862500011920929","0.8361110687255859"
"resnet50_n=all_clf (2024.05.18. 10:30)","finished","-","","","2024-05-18T10:30:07.000Z","6794","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8571428656578064","0.8799999952316284","0.9629629850387572","0.8571428656578064","1","1","7.004280894994736","1","1","0.8638888597488403","0.8677945137023926","12.900282442569733","0.8878787755966187","0.8638888597488403"
"alexnet_n=120_clf (2024.05.18. 10:17)","finished","-","","","2024-05-18T10:17:19.000Z","763","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.9068323373794556","0.9068323373794556","0.9068323373794556","0.9068323373794556","0.897869348526001","0.8955061435699463","0.7806145120412111","0.8960317373275757","0.897869348526001","0.9194444417953492","0.9241255521774292","9.893990769982338","0.9305920600891112","0.9194444417953492"
"resnet50_n=120_clf (2024.05.18. 08:13)","finished","-","","","2024-05-18T08:13:08.000Z","7446","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.804511308670044","0.8077311515808105","0.8201058506965637","0.804511308670044","0.9504536986351012","0.9422053694725036","3.5878967493772507","0.9377530813217164","0.9504536986351012","0.8916666507720947","0.8950289487838745","13.524289578199388","0.9056732654571532","0.8916666507720947"
"alexnet_n=40_clf (2024.05.18. 07:34)","finished","-","","","2024-05-18T07:34:09.000Z","2334","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8602484464645386","0.8469308614730835","0.8397727012634277","0.8602484464645386","0.8689577579498291","0.8598804473876953","0.005999110639095306","0.8535148501396179","0.8689577579498291","0.8666666746139526","0.8738390207290649","6.002466022968292","0.8847222328186035","0.8666666746139526"
"resnet50_n=40_clf (2024.05.18. 05:56)","finished","-","","","2024-05-18T05:56:23.000Z","5860","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.7764792442321777","0.7743463516235352","0.7795454263687134","0.7764792442321777","0.8774805068969727","0.8617701530456543","0.2675457298755646","0.8575133085250854","0.8774805068969727","0.8666666746139526","0.8697138428688049","8.287500858306885","0.8743420839309692","0.8666666746139526"
"alexnet_n=20_clf (2024.05.18. 05:16)","finished","-","","","2024-05-18T05:16:09.000Z","2408","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_clf","0.0001","clf","alexnet","0.9","5000","20","alexnet_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.879388689994812","0.8640766143798828","0.8553030490875244","0.879388689994812","0.8666850328445435","0.8703100681304932","0.0012675917241722343","0.8742337226867676","0.8666850328445435","0.8916666507720947","0.8950289487838745","4.795183499654134","0.9056732654571532","0.8916666507720947"
"resnet50_n=20_clf (2024.05.18. 03:47)","finished","-","","","2024-05-18T03:47:52.000Z","5292","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_clf","0.0001","clf","resnet50","0.9","5000","20","resnet50_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8036123514175415","0.7383652329444885","0.7222222089767456","0.8036123514175415","0.8901882767677307","0.8593584895133972","0.04999445958269967","0.8482236266136169","0.8901882767677307","0.8416666984558105","0.8346936106681824","6.917919119199117","0.8330722451210022","0.8416666984558105"
"alexnet_n=8_clf (2024.05.18. 03:01)","finished","-","","","2024-05-18T03:01:33.000Z","2774","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_clf","0.0001","clf","alexnet","0.9","5000","8","alexnet_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.7545440196990967","0.7713044881820679","0.8067765235900879","0.7545440196990967","0.7182856798171997","0.7359216213226318","0.00006263833810490641","0.7779988050460815","0.7182856798171997","0.7388888597488403","0.728537917137146","3.8277026216189065","0.7607142925262451","0.7388888597488403"
"resnet50_n=8_clf (2024.05.18. 01:16)","finished","-","","","2024-05-18T01:16:15.000Z","6312","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_clf","0.0001","clf","resnet50","0.9","5000","8","resnet50_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.6830009818077087","0.640350878238678","0.6356160640716553","0.6830009818077087","0.715035617351532","0.7179262638092041","0.003537591208111156","0.727615237236023","0.715035617351532","0.7472221851348877","0.7514619827270508","4.8525129954020185","0.7611111402511597","0.7472221851348877"
"alexnet_n=4_clf (2024.05.18. 00:00)","finished","-","","","2024-05-18T00:00:12.000Z","4557","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_clf","0.0001","clf","alexnet","0.9","5000","4","alexnet_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.730434775352478","0.6896346807479858","0.8063910007476807","0.730434775352478","0.6358611583709717","0.6402118802070618","0.000011102030508812856","0.7318814992904663","0.6358611583709717","0.7416666746139526","0.7303485870361328","1.963830909945748","0.7778846025466919","0.7416666746139526"
"resnet50_n=4_clf (2024.05.17. 23:03)","finished","-","","","2024-05-17T23:04:00.000Z","3366","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_clf","0.0001","clf","resnet50","0.9","5000","4","resnet50_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.30091533064842224","0.29330945014953613","0.3653846085071564","0.30091533064842224","0.39854562282562256","0.38537150621414185","0.004428810016675429","0.5381944179534912","0.39854562282562256","0.3194444477558136","0.31115731596946716","5.074760783802379","0.4510582089424134","0.3194444477558136"
"alexnet_n=all_all (2024.05.17. 22:57)","finished","-","","","2024-05-17T22:57:17.000Z","397","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_all","0.0001","all","alexnet","0.9","5000","-1","alexnet_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8785713911056519","0.9152494072914124","0.9711538553237916","0.8785713911056519","0.8926136493682861","0.9004817008972168","2.047643009573221","0.9197917580604552","0.8926136493682861","0.9194444417953492","0.9201681017875672","7.664669260382652","0.9232954382896424","0.9194444417953492"
"resnet50_n=all_all (2024.05.17. 21:49)","finished","-","","","2024-05-17T21:49:40.000Z","4052","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_all","0.0001","all","resnet50","0.9","5000","-1","resnet50_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8928571343421936","0.9165120720863342","0.9711538553237916","0.8928571343421936","1","1","0.30060584377497435","1","1","0.8611111044883728","0.8580795526504517","10.024695426225662","0.9173077344894408","0.8611111044883728"
"alexnet_n=120_all (2024.05.17. 21:45)","finished","-","","","2024-05-17T21:45:03.000Z","272","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_all","0.0001","all","alexnet","0.9","5000","120","alexnet_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8782281875610352","0.8688639402389526","0.8680555820465088","0.8782281875610352","0.9064959287643432","0.9074655771255492","0.48448098823428154","0.9085670709609984","0.9064959287643432","0.9472222328186036","0.9472222328186036","7.078952059149742","0.9472222328186036","0.9472222328186036"
"resnet50_n=120_all (2024.05.17. 19:28)","finished","-","","","2024-05-17T19:28:58.000Z","8159","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_all","0.0001","all","resnet50","0.9","5000","120","resnet50_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8796992301940918","0.8946037888526917","0.9211538434028624","0.8796992301940918","0.9501038789749146","0.94601970911026","0.08252605912275612","0.9429919123649596","0.9501038789749146","0.8916666507720947","0.8950289487838745","8.029099628329277","0.9056732654571532","0.8916666507720947"
"alexnet_n=40_all (2024.05.17. 18:42)","finished","-","","","2024-05-17T18:42:53.000Z","2760","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_all","0.0001","all","alexnet","0.9","5000","40","alexnet_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8459627628326416","0.8459627628326416","0.8459627628326416","0.8459627628326416","0.8644123077392578","0.8568556308746338","0.00131942774169147","0.8513405919075012","0.8644123077392578","0.894444465637207","0.8982139825820923","4.331612527370453","0.9035087823867798","0.894444465637207"
"resnet50_n=40_all (2024.05.17. 16:55)","finished","-","","","2024-05-17T16:55:54.000Z","6414","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_all","0.0001","all","resnet50","0.9","5000","40","resnet50_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8796992301940918","0.8946037888526917","0.9211538434028624","0.8796992301940918","0.9196680188179016","0.9180968403816224","0.012940796092152596","0.9173600673675536","0.9196680188179016","0.8916666507720947","0.8950289487838745","7.046158671379089","0.9056732654571532","0.8916666507720947"
"alexnet_n=20_all (2024.05.17. 16:24)","finished","-","","","2024-05-17T16:24:41.000Z","1868","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_all","0.0001","all","alexnet","0.9","5000","20","alexnet_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8507845401763916","0.8435196876525879","0.8655303120613098","0.8507845401763916","0.8707661628723145","0.872564435005188","0.00043221720261499286","0.8750929236412048","0.8707661628723145","0.9194444417953492","0.9201681017875672","3.8875728249549866","0.9232954382896424","0.9194444417953492"
"resnet50_n=20_all (2024.05.17. 14:52)","finished","-","","","2024-05-17T14:52:04.000Z","5551","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_all","0.0001","all","resnet50","0.9","5000","20","resnet50_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.8579601049423218","0.8416475057601929","0.8473213911056519","0.8579601049423218","0.8610307574272156","0.8631928563117981","0.0035658090685804686","0.8696354627609253","0.8610307574272156","0.8638888597488403","0.8549928665161133","7.796532769997914","0.8873626589775085","0.8638888597488403"
"alexnet_n=8_all (2024.05.17. 14:10)","finished","-","","","2024-05-17T14:10:16.000Z","2502","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_all","0.0001","all","alexnet","0.9","5000","8","alexnet_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.7319875955581665","0.7647828459739685","0.865705132484436","0.7319875955581665","0.7376420497894287","0.7559362649917603","0.000027005240553990006","0.7964313626289368","0.7376420497894287","0.7111111283302307","0.6857815384864807","3.475281298160553","0.7083333730697632","0.7111111283302307"
"resnet50_n=8_all (2024.05.17. 12:24)","finished","-","","","2024-05-17T12:24:12.000Z","6359","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_all","0.0001","all","resnet50","0.9","5000","8","resnet50_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.6170807480812073","0.6337834596633911","0.7606521844863892","0.6170807480812073","0.6951598525047302","0.717383623123169","0.00045297218655998057","0.7646872997283936","0.6951598525047302","0.7194444537162781","0.7423103451728821","6.099607477585475","0.8041666746139526","0.7194444537162781"
"alexnet_n=4_all (2024.05.17. 11:05)","finished","-","","","2024-05-17T11:05:10.000Z","4736","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_all","0.0001","all","alexnet","0.9","5000","4","alexnet_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.7630435228347778","0.7325310707092285","0.829963207244873","0.7630435228347778","0.6850470304489136","0.6934635639190674","0.000004155973080990159","0.7602460980415344","0.6850470304489136","0.7166666984558105","0.6941999793052673","1.833064073866064","0.7488095760345459","0.7166666984558105"
"resnet50_n=4_all (2024.05.17. 10:43)","finished","-","","","2024-05-17T10:43:18.000Z","1308","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_all","0.0001","all","resnet50","0.9","5000","4","resnet50_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","2","ripeness","0.2556227445602417","0.2478487491607666","0.3050595223903656","0.2556227445602417","0.3297744393348694","0.31017690896987915","0.017925183881412853","0.3459100127220154","0.3297744393348694","0.25833332538604736","0.22963568568229675","5.451297098940069","0.3273809552192688","0.25833332538604736"
"alexnet_n=all_clf (2024.05.14. 01:33)","finished","-","","","2024-05-14T01:33:46.000Z","173","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","1","ripeness","0.8785713911056519","0.9152494072914124","0.9711538553237916","0.8785713911056519","0.8542613983154297","0.869147539138794","4.0685882195830345","0.9033262133598328","0.8542613983154297","0.8638888597488403","0.8677945137023926","13.639327257871628","0.8878787755966187","0.8638888597488403"
"resnet50_n=all_clf (2024.05.13. 23:16)","finished","-","","","2024-05-13T23:16:55.000Z","8205","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","1","ripeness","0.8928571343421936","0.9165120720863342","0.9711538553237916","0.8928571343421936","1","1","5.474851846694946","1","1","0.8638888597488403","0.8677945137023926","11.593530625104904","0.8878787755966187","0.8638888597488403"
"alexnet_n=120_clf (2024.05.13. 22:49)","finished","-","","","2024-05-13T22:49:35.000Z","1635","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","1","ripeness","0.9034161567687988","0.9148117899894714","0.9291666746139526","0.9034161567687988","0.886505663394928","0.8923772573471069","0.1876738970167935","0.8991341590881348","0.886505663394928","0.894444465637207","0.8982139825820923","8.987269386649132","0.9035087823867798","0.894444465637207"
"resnet50_n=120_clf (2024.05.13. 20:43)","finished","-","","","2024-05-13T20:43:04.000Z","7585","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","1","ripeness","0.9030728936195374","0.8785714507102966","0.875","0.9030728936195374","0.9483611583709716","0.937794029712677","3.424207866191864","0.9347537755966188","0.9483611583709716","0.9222221970558168","0.9259917736053468","11.50262486934662","0.9368420839309692","0.9222221970558168"
"alexnet_n=40_clf (2024.05.13. 20:06)","finished","-","","","2024-05-13T20:06:57.000Z","2161","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","1","ripeness","0.8881987929344177","0.8500000238418579","0.8506786823272705","0.8881987929344177","0.8803977370262146","0.8684052228927612","0.006384734064340591","0.8713874220848083","0.8803977370262146","0.8138889074325562","0.822272539138794","6.535713165998459","0.8392857313156128","0.8138889074325562"
"resnet50_n=40_clf (2024.05.13. 18:30)","finished","-","","","2024-05-13T18:30:41.000Z","5771","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","1","ripeness","0.8681758642196655","0.8343756198883057","0.8446428775787354","0.8681758642196655","0.9020819067955016","0.8817461729049683","0.3141499161720276","0.8854597806930542","0.9020819067955016","0.8166666626930237","0.8216726183891296","6.878192573785782","0.8542429804801941","0.8166666626930237"
